,Node ID,MESSAGE,merge
59,1.2902623419808358e+18,RT @arsenalrising: Arsenal: Where they came from series  (A THREAD) Meet Pierre Emerick Aubameyang. A football journeyman that has established himself as one of Europe’s most elite forwards. His story from growing up in France to becoming Arsenal’s top scorer and captain. https://t.co/LVJc43CnMV,"Enhance, Back"
60,1.2903911151625585e+18,@muftimenk Masya-Allah... This is the beautiful of Islam. Islam is a perfect religion and prophet Muhammad S.A.W is our guidance to jannah. Insya-Allah.,Back
61,1.290240194377945e+18,Present condition of ENDIANS after knowing the condition of 5 Rafael aircrafts purchased from France. https://t.co/omh4AzxtY7,—
62,1.290314615344124e+18,"@BMISprecher @BMI_Bund   France  seems to be the next country overshadowing your leadership role in the @EUCouncil presidency @EU2020DE   Liberté, égalité, fraternité❣️  #LoveIsNotTourism #LoveIsEssential   still hiding behind Berlin wall‼️  @HeikoMaas @YlvaJohansson @EUinDE https://t.co/dvzO7dkIkF","Build, Neutralize"
63,1.290397606171091e+18,RT @mfr_990: Let's see the real face of so called Islamic country where arrogant of Prophet Muhammad (SAW) is killed the Ghazi is arrested.... So shame...  #غازی_فیصل_کورہا_کرو https://t.co/6neRe43Pc4,"Dismay, Neutralize"
64,1.290337626122199e+18,"RT @SabeehaAhmad: “Kindness is a mark of faith, and whoever is not kind has no faith” Prophet Muhammad (peace be upon him)",Enhance
65,1.290247985628975e+18,THE LAST MERCENARY: Jean-Claude Van Damme Headlines New Action Comedy Shooting In France https://t.co/LzqkPV0rkd,—
66,1.290309036626174e+18,"Oh look, now France is “violating international law &amp; the basic norms of international relations, &amp; grossly interfering with China's internal affairs”. https://t.co/6SEbMqM2Et",Distort
67,1.2903117176672707e+18,"RT @Ubaidbinriyaz: @Hadithoftheday ""Iqra"" - Read.  The first word revealed from Allah upon the Prophet Muhammad ﷺ was Iqra' /Read. The actual and complete verse in Qur'an regarding this is :   اقْرَأْ بِاسْمِ رَبِّكَ الَّذِى خَلَقَ ""Recite in the name of your Lord who created -"" (Qur'an ; Al-Alaq 96: Verse 1)",Explain
68,1.2903392153271542e+18,RT @andrisoto11: Ooohhhhh France!!!! Amazing job! Incredible proud! Let see If Spain and others follow you @MAECgob @HeikoMaas @manuelmunizv @AranchaGlezLaya @sanchezcastejon @SpainMFA @EU_Commission @parlamentoUE #LoveIsNotTourism https://t.co/JipI3XKn14,"Enhance, Back"
69,1.2902782197618688e+18,they gave me : bi  i am: pan they gave me: 1m65 i am: 1m70 they gave me: France i am: France they gave me: 16 i am: 20 they gave me: brown/white i like: orange they gave me: gemini  i am: gemini  drop an emoji and i'll tell u what i think based on ur profile ,—
70,1.2903032597987164e+18,RT @lmlowk3y: The Prophet Muhammad SAW never raised his hand on his wife.,—
71,1.2903236550716948e+18,"RT @DeadlineDayLive: BREAKING: Arsenal are now in pole position to sign Chelsea winger Willian after offering the Brazilian the best salary on the table and a contract that lasts for 3 seasons, with an option of a further year.  (Source: France Football) https://t.co/4f3JVozNVO",—
0,1.1038520606284513e+18,"RT @doomcock: This shit is OBSCENE. It is ANTIAMERICAN and ANTITHETICAL to the CONSTITUTION. I am NOT political, but it's not political to support FREE SPEECH! THIS is another reason to DESPISE THIS BULLSHIT MOVIE! The freedom to dislike a product MATTERS! https://t.co/lTj9rhnkoY",Dismay
1,1.1043935676933612e+18,RT @4everbuffy: I'm glad the audience is not lying like some of the critics are.  As a woman I hate to see false feminist movies like this and hypocrites like Brie Larson. #BoycottCaptainMarvel  #AlitaChallenge https://t.co/BBDMOd24Um,"Engage, Distract, Neutralize, Nuke"
2,1.1043303153702953e+18,#BoycottCaptainMarvel,Nuke
3,1.1038340657514988e+18,I cant wait to see it !!!!!!!!!! My girl,Excite
4,1.1038299267828777e+18,RT @SER1897: It’s dangerous and frankly wrong to say that kids like me connected to a white Spider-Man or Nick Carroway because they are ju…,Dismay
5,1.1038121381943419e+18,RT @CBMCringe: Is... is this wrong? https://t.co/Ne3x3tbb3l,—
6,1.1038748744879309e+18,I was SO WRONG about Captain Marvel - An apology video https://t.co/J2eBmPrKTI via @YouTube,"Explain, Distort"
7,1.1049142188291236e+18,@iheartmindy https://t.co/KRa1cDrAaW,Build
8,1.1038428144404111e+18,"RT @doomcock: This shit is OBSCENE. It is ANTIAMERICAN and ANTITHETICAL to the CONSTITUTION. I am NOT political, but it's not political to support FREE SPEECH! THIS is another reason to DESPISE THIS BULLSHIT MOVIE! The freedom to dislike a product MATTERS! https://t.co/lTj9rhnkoY",Dismay
9,1.1048474798230487e+18,RT @AutoShermatic: That feeling when you drop a $155 million opening weekend on that #BoycottCaptainMarvel bullshit. Don't get dizzy with all that spin this week while you're trying to rescue your narrative. Y'all got shitted on.  #CaptainMarvel https://t.co/JWjemjm6eA,Dismay
10,1.1038797027567493e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
11,1.1038428665840599e+18,BUT I also agree with some opinions that it was released a little late with how close endgame is. would have worked better for timing if it had released like 3 months ago?,—
12,1.1038415186815099e+18,Reality Bites: 'Captain Marvel' and the Lie of the '90s(@sean_fennessey - @ringer)https://t.co/mcXQHIiIDM,Distort
13,1.1037954787166945e+18,"RT @ZebitasMartinex: Obviamente si Stan Lee siguiera vivo, habría publicitado la película, nadie niega eso  Pero seguir usando su cuenta pa…",Enhance
14,1.1038402265547407e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
15,1.1040796018888827e+18,"Yes, I am a woman. No, I didn't like Captain Marvel. In life and as a critic, I will not tailor my opinions to fit a social narrative. Also, the movie sucked. Audiences don't lie. Happy #InternationalWomensDay to all you female critics too afraid to hate this turkey of a movie. https://t.co/pzyk5uwcws","Explain, Dismay"
16,1.1038338369100759e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
17,1.1038010523930173e+18,"RT @BATTLE_ATHLETE: This is fucking disgusting.  I was gonna see the movie but after all the drama, pulling the if you don't see this movi…""",Dismay
18,1.1038662708337705e+18,"@SugaRazor That just kinda tells you the character (or lack thereof, in this case) of the people freaking out about Captain Marvel being some sort of anti-white male"" tract or whatever BS it is they're saying.""",Neutralize
19,1.1038280410028319e+18,"@JoelJHughes @MarvelStudios This is a joke. I'm a white male and black panther has been one of my favorite marvel movies so far, as of now I'm far more interested in Captain Marvel than either of my sisters or my mother. Please don't drag white men through the mud we are marvel fans too",Back
20,1.1016881103023309e+18,Brie Larson: *makes joking jab about stereotypical white men and the patriarchy*  Insecure white men: OH MY GOD SHE'S SUCH A BITCH! SOMEHOW THIS MEANS CAPTAIN MARVEL WILL BE POLITICAL! LET'S BOYCOTT THE MOVIE AND MAKE FAKE NEGATIVE REVIEWS ABOUT IT!,"Dismay, Back, Neutralize"
21,1.1038810780438938e+18,RT @RealSexyCyborg: Yeah this is bullshit Brianna. If you were any sort of ally or activist on the subject of real online harassment you wo…,Neutralize
22,1.1038764320133243e+18,Me after seeing Captain Marvel and realizing all those negative reviews were straight lies #CaptainMarvel https://t.co/JSKJqmMZJl,Distort
23,1.1038491579981169e+18,"RT @DiscordianKitty: It fucking pisses me off that Captain Marvel cannot possibly win. It's being attacked so much, from so many angles, being picked apart, gone through with a fine-tooth comb to find anything even remotely wrong with it, all because that's how fucking fragile masculinity has become",Dismay
24,1.1046234444428534e+18,@idonotdonot @HNEsocial You mean @TheQuartering @TheWorldClassBS @Xaenca @thatstarwarsgrl @Nerdrotics @mundanematt @theamazinglucas @johncampea @ethanvan where all wrong about #CapitanMarvel But they’re all experts at telling us this movie was going to suck Guess #BoycottCaptainMarvel did the reverse,Build
25,1.1038507399635517e+18,"I am against the use of Stan Lee's account just to be used as another form of advertising. It's plain wrong; either show the great memories of a great legend, or let the man rest in piece and stop tainting his name for the sake of advertising.","Dismay, Neutralize"
26,1.1038793214316831e+18,chora mais,—
27,1.1038605952400015e+18,"@JoeySalads Problem with Captain Marvel is that she's just as bland in the comics so there's hardly anything to work with. No character whatsoever, they should've kept her in the background because they couldn't even make her interesting when they gave her a main comic.",Neutralize
28,1.1038593566244782e+18,Y’all fake Rotten Tomatoes critics on the TL gonna have some explaining to do if Captain Marvel is as fire as ppl who’ve seen it are saying it is,Neutralize
29,1.1046157523116155e+18,My heart goes out to all these Captain Marvel boycotters. I fear they they will be left sitting in the theatre  scratching their heads like so many angry,Neutralize
30,1.1038614640019948e+18,"If Captain Marvel"" achieved anything",—
31,1.103839399199105e+18,"RT @doomcock: This shit is OBSCENE. It is ANTIAMERICAN and ANTITHETICAL to the CONSTITUTION. I am NOT political, but it's not political to support FREE SPEECH! THIS is another reason to DESPISE THIS BULLSHIT MOVIE! The freedom to dislike a product MATTERS! https://t.co/lTj9rhnkoY",Dismay
32,1.103879674482942e+18,RT @BoundingComics: Brie Larson Says Captain Marvel Can Defeat Superman – She’s Wrong https://t.co/LF6so3PT2J https://t.co/JtY1cSshIq,"Distort, Neutralize"
33,1.103821223224664e+18,RT @SER1897: It’s dangerous and frankly wrong to say that kids like me connected to a white Spider-Man or Nick Carroway because they are ju…,Dismay
34,1.1038608918822748e+18,Captain Marvel... I'm at a loss for words. MCU can do no wrong.,Excite
35,1.103529163842048e+18,#1 superman es mejor que esa cosa cancelada ya 8 veces  #2 que tienen que meter a dc? https://t.co/5B8UWzOtPh,"Distract, Neutralize"
36,1.1038445046527304e+18,"RT @doomcock: This shit is OBSCENE. It is ANTIAMERICAN and ANTITHETICAL to the CONSTITUTION. I am NOT political, but it's not political to support FREE SPEECH! THIS is another reason to DESPISE THIS BULLSHIT MOVIE! The freedom to dislike a product MATTERS! https://t.co/lTj9rhnkoY",Dismay
37,1.1038550030795284e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
38,1.1038767019461837e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
39,1.1038810782620508e+18,"if i see one more ""captain marvel out of context"" tweet you're getting reported idc ive had it with y'all",Nuke
40,1.1038262036963369e+18,"RT @ZebitasMartinex: Obviamente si Stan Lee siguiera vivo, habría publicitado la película, nadie niega eso  Pero seguir usando su cuenta pa…",Enhance
41,1.104393709943251e+18,Captain Marvel spends four minutes talking about how small your dick is. Straight to the camera. It’s weird,Dismay
42,1.1038745763400827e+18,WHERE IS CAPTAIN MARVEL BSDK???? TF IS WRONG WITH PAK CINEMAS AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Dismay, Neutralize"
43,1.1038257836787507e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
44,1.1038039212003738e+18,Brie Larson And Sam Jackson Tell Truth &amp; Lies On 'Carpool Karaoke'   9 hours ago ... Too bad they couldn't take Goose the Cat along for the ride. Captain Marvel  arrives (through the power of methane?) on March 8. Share This.   https://t.co/0Z87Cg5U8c,"Engage, Distort"
45,1.1038532739273032e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
46,1.1038693237880054e+18,Captain Marvel is a good ass movie and anyone who says different they wrong.,"Excite, Neutralize"
47,1.1037983643978465e+18,ROTTEN TOMATOES SHILL REVIEWER admits LYING ABOUT CAPTAIN MARVEL on tape!! https://t.co/8rvS2adwRV via @YouTube,"Dismay, Neutralize"
48,1.1038216458300744e+18,ROTTEN TOMATOES SHILL REVIEWER admits LYING ABOUT CAPTAIN MARVEL on tape!! https://t.co/cZTLVZCeMN via @YouTube,"Dismay, Neutralize"
49,1.1047938115851633e+18,RT @DShepYEG: Early in the film,—
50,1.1038665102279107e+18,En Estados Unidos podría llegar a ser ilegal criticar a la Capitana Marvel...  Por si no les caía lo suficientemente mal,Dismay
51,1.1038552868661412e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
52,1.1051861604926628e+18,RT @chosenone2005: Yup. It’s a goddamned trainwreck. #BoycottCaptainMarvel “Everything Wrong With The @CaptainMarvel Movie” https://t.co/NQxqI4Aadd via @EricDJuly,"Dismay, Nuke"
53,1.1038066866812887e+18,"RT @preserumates: James Gunn: *Gets fired for tweeting some disgusting pedophilic shit*  White men: This is unacceptable! Bring him back, poor guy did nothing wrong!  Brie Larson: I want the press tour for Captain Marvel to be more inclusive.  White men: Going ✈️ boycott CM.","Back, Neutralize"
54,1.1053091704992358e+18,RT @ComicFa13320522: It worries me that a movie like #CaptainMarvel could make Millions of dollars at the box office when it's lead actress is a known racist and a few days before release told that she doesn't want white men to see her movie. Don't let this happen. #BoycottCaptainMarvel,"Dismay, Neutralize, Nuke"
55,1.103869911737131e+18,But I’m also calling BS on the Marvel Studios logo shenanigans. Why ya gotta go and make me cry BEFORE THE MOVIE STARTS.,Dismay
56,1.1038604677710356e+18,this girl right here ain’t lying,Back
57,1.1038577303124623e+18,MCU can never go wrong. Captain Marvel is a good one. I don't care what ppl say Brie Larson is goddess. Ready for Endgame. Avengers Assemble,"Excite, Back"
58,1.1037901823633572e+18,ROTTEN TOMATOES SHILL REVIEWER admits LYING ABOUT CAPTAIN MARVEL on tape!! https://t.co/KgAIr41sbJ via @YouTube,"Dismay, Neutralize"
59,1.1038644866818212e+18,RT @yrwrong: Everything you know about Captain Marvel is wrong.,Distort
60,1.1038759603596657e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
61,1.1038225264409805e+18,Bouta go see what Captain Marvel talking bout. I’ll give my unbiased 100% real no BS review (spoiler free of course) when I’m done.,"Engage, Explain"
62,1.1038062370644705e+18,"You should be allowed to compare films that have similar themes, stories, &amp; ideas regardless of a BS War the internet thinks there is between the companies who make the films",—
63,1.103813380400386e+18,"RT @DemonsToxin: I was right years ago, and people called me an idiot. #Cinemagate  ROTTEN TOMATOES SHILL REVIEWER admits LYING ABOUT CAPTAIN MARVEL on tape!! https://t.co/cNCpqINhDS via @YouTube","Dismay, Neutralize"
64,1.1038082307094774e+18,there is NO ONE at the captain marvel midnight release &amp; the cinema staff said its cause of Brie Larson?,Neutralize
65,1.1038792159533384e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
66,1.1038281781733417e+18,ROTTEN TOMATOES SHILL REVIEWER admits LYING ABOUT CAPTAIN MARVEL on tape!! https://t.co/xhaU3yTJcf via @YouTube,"Dismay, Neutralize"
67,1.1038189890195866e+18,RT @CBMCringe: Is... is this wrong? https://t.co/Ne3x3tbb3l,Dismay
68,1.1040839971125862e+18,#CaptainMarvel #BoycottCaptainMarvel,—
69,1.1042463915540972e+18,"I completed the #AlitaChallenge. Still, we must #BoycottCaptainMarvel in its theatrical run. This is about sending Communist Hollywood a message that we will no longer divide America based on their lies. We as a nation must come together in cooperation to secure America’s future.","Distract, Neutralize, Nuke"
70,1.1038607189007852e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
71,1.1038735108064133e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
72,1.1026400740538982e+18,Social Justice Warriors: You're sexist against female superheroes if you don't like #CaptainMarvel  Me: WRONG! I love #WonderWoman and I am wearing her tiara. https://t.co/Jnk9LX4HPm,"Distract, Neutralize"
73,1.1038018450493809e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
74,1.103863231670612e+18,Just watched it and I completely agree,—
75,1.1038193296935363e+18,@mrwagner25 minding my own beezneez. Practice cancelled because of inclement weather. I decided to grab my wife and hit Captain Marvel and look who is there...the Squish. Is there no escape? https://t.co/8X4Vk2r4Pz,Distract
76,1.1038048690838364e+18,"RT @BSO: New BSO UGLY TRUTH podcast is up.  The TRUTH about Michael Jackson's doc, R Kelly interview, false accusation, Captain Marvel, NFL Draft Lies, NBA Hurt Feelings &amp; more.  Soundcloud: https://t.co/iwAMWbJUmU  iTunes: https://t.co/xwVcHUsjda","Explain, Dismay"
77,1.1038619657624986e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
78,1.1038535670043402e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
79,1.1046314077233234e+18,https://t.co/7vePaFOkhn. I always #BoycottCaptainMarvel #Racist #SocialistDem @brielarson. Her #Hate #Lies #Anger is as big as her forehead.,"Dismay, Neutralize"
80,1.1038156063551242e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
81,1.1038452755238625e+18,RT @GeekQuestioner: Tonight's Question: What are your (fake) spoilers for Captain Marvel? ANSWER HERE: https://t.co/Et82JVhLpr Join in and answer along with the community! https://t.co/IfSxedYZiN #gqotd2019 #asktms #captainmarvel #marvel https://t.co/zr5CJRt1Dn,"Engage, Build"
82,1.104757161358291e+18,RT @DShepYEG: Early in the film,—
83,1.103798211599319e+18,"Just admit your fantasy of this movie being ~sjw bullshit~ wasnt fulfilled and youre leaving bad reviews cause youre bitter about being wrong for a millionth time, and move the fuck on. higher further faster baby, cause captain marvel has nothing to prove to you https://t.co/UGqZ6cZ5GM","Dismay, Neutralize"
84,1.1038355170981233e+18,Are Captain Marvel Reviews FAKE? https://t.co/T4uel0zlVF via @YouTube,Distort
85,1.1038766324927283e+18,RT @RealSexyCyborg: Yeah this is bullshit Brianna. If you were any sort of ally or activist on the subject of real online harassment you wo…,Neutralize
86,1.1011912525974569e+18,"James Gunn: *Gets fired for tweeting some disgusting pedophilic shit*  White men: This is unacceptable! Bring him back, poor guy did nothing wrong!  Brie Larson: I want the press tour for Captain Marvel to be more inclusive.  White men: Going ✈️ boycott CM.","Back, Neutralize"
87,1.1038725126250004e+18,"my mom said yes, but your mom has to call her so she knows I’m not lying okay?",—
88,1.104655647705088e+18,RT @ComicFa13320522: It worries me that a movie like #CaptainMarvel could make Millions of dollars at the box office when it's lead actress is a known racist and a few days before release told that she doesn't want white men to see her movie. Don't let this happen. #BoycottCaptainMarvel,"Dismay, Neutralize, Nuke"
89,1.1038518326386893e+18,Might go see captain marvel tomorrow.,Engage
90,1.1038763762500895e+18,"To be honest, I feel bad for @ZacharyLevi because he put so much effort into gaining muscle and getting into his form.  In the end, people just say that Captain marvel from the @ShazamMovie has padding and looks fake.  So sad indeed.","Dismay, Back"
91,1.1037976464210821e+18,RT @BoundingComics: Brie Larson Says Captain Marvel Can Defeat Superman – She’s Wrong https://t.co/LF6so3PT2J https://t.co/JtY1cSshIq,"Distort, Neutralize"
92,1.1038799536181084e+18,Stop fucking lying,—
93,1.1038003723495547e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back"
94,1.1038729010595676e+18,"my sister: i feel like that movie just filled a void in me  me: captain marvel can fill my void any time. oooh i want a bumper sticker that says “higher further faster...”  her: you’re gross. and wrong, it should say “my other ride is captain marvel.”",Excite
95,1.1053886882408653e+18,"Listen up, @clarkgregg, you Woke-ass fading star: As an MCU fan, I supported @AgentsofSHIELD, including May, Quake, Simmons, Raina, Hand, and Aida—and you dare call me ‘sexist’ by association? Bitch, that’s just factually inaccurate. #BoycottCaptainMarvel https://t.co/T0G6OPu0ug","Back, Neutralize, Nuke"
96,1.103850661358125e+18,RT @EthanVanSciver: ROTTEN TOMATOES SHILL REVIEWER admits LYING ABOUT CAPTAIN MARVEL on tape!! https://t.co/LYQ1rqx1wH,"Distort, Dismay"
97,1.1038202081820508e+18,captain marvel tonight and im so tired i just wanna go home and lie down but i need to stay strong,Excite
98,1.1038091301484257e+18,@AkanButNoJeezyy No one can ever just let me prosper. Tryna lie on my name. Is this cause I haven’t committed to captain marvel yet?,—
99,1.1051766923251384e+18,"RT @TabathaSouthey: I wrote a column for all the anti-social justice warriors who were tough enough to #BoycottCaptainMarvel, Marvel's first lady-led superhero movie, this weekend. Incels, not in-sellouts, amiright, guys?   https://t.co/Lc4sj12MyT https://t.co/eQN2LHiHiZ",Enhance
0,1.338272965134332e+18,"During #Coronavirus #Vaccine Eve, a SNL Skit from 6 years ago about *loving* UPS and FedEx!  https://t.co/2TularjNOh",Distort
1,1.338272490599166e+18,"At the global level, we’ll likely begin to see the lifesaving impact of vaccines after mid-February. The warming weather in the Northern Hemisphere will also help drive down daily deaths at that time as the effects of seasonality wane. #COVID19  https://t.co/8yqGu9E3SE",Explain
2,1.3382725399241974e+18,See how COVID-19 vaccines will get to your neighborhood https://t.co/uxHQfgQ9XK https://t.co/aVxsBwjvnO,Explain
3,1.3382736960714875e+18,"If this was usps, they would of lost those vaccines",Distract
4,1.33827336442368e+18,RT @lasaniaaa: the Philippines who supplies the WORLD with NURSES will be among the last to receive the vaccine??,Dismay
5,1.3382732326007153e+18,RT @ABC7: JUST IN: White House staffers to receive coronavirus vaccine ahead of general public https://t.co/P3CncHIY6v,Dismay
6,1.338273276708094e+18,RT @mel_faith1: Ten years from now we’ll see commercials that say ‘if you took the COVID-19 vaccine in 2020/2021 you may be entitled to compensation’,"Distort, Dismay"
7,1.338272493518336e+18,"White House, other top officials to get early vaccine access &gt;  https://t.co/ZlkiGJue4B",Dismay
8,1.3382728173061038e+18,RT @Prof_FSultana: Wealthy countries hoarding covid-19 vaccine &amp; pharmaceuticals looking to make profits will delay tackling this pandemic…,"Distort, Dismay"
9,1.3381321511125033e+18,TODAY: The first trucks carrying a #COVID19 vaccine for widespread use in the United States are set to pull out of a Michigan manufacturing plant. @fox43  https://t.co/CFzjis2ntD,Explain
10,1.3382729628987474e+18,"RT @riseupmelbourne: USA, The bizzare world we live in. Crowds have gathered outside the Vax centre in Michigan, cheering on the first shipments of the Covid19 Vax, a supposed cure, that won't stop you getting it, or spreading it. Still I'm the one labelled the Conspiracy Theorist  https://t.co/NOSOwne9Cj","Distort, Dismay"
11,1.338273629415551e+18,"RT @HoweDefendsUSA: Wait. Republicans are getting a vaccine for a Democratic HOAX?! What is this, @GOP?   https://t.co/oXTmpC08W4",Dismay
12,1.3382706855636419e+18,,—
13,1.3341141643699855e+18,The @pfizer / @BioNTech_Group vaccine is based on the delivery of synthetic RNA to cells. How does this work?    The chemistry behind RNA vaccines is explored in this graphic developed with @compoundchem   #CovidVaccine #COVID19 #vaccination https://t.co/McZoNnfqXx,Explain
14,1.3382734710135316e+18,"RT @CamaraJones: As we roll out vaccines, remember that the primary role of wearing masks is to protect those around you.  Vaccines against COVID-19 (the DISEASE) may not prevent asymptomatic infection with SARS-CoV-2 (the VIRUS).  Keep masking. Don’t become an asymptomatic spreader!",Explain
15,1.3382731111337943e+18,"RT @GovWhitmer: This morning, history was made in Michigan. Millions of doses of Pfizer’s COVID-19 vaccine are now on their way to distribution centers across the country. I couldn’t be more proud of the extraordinary state we call home. https://t.co/QBGdhBDsfz",Explain
16,1.338264837630124e+18,,—
17,1.338269305931088e+18,,—
18,1.3382712841787843e+18,,—
19,1.338272814806098e+18,RT @Adorian1989: If you let your kids play with this you don’t have to worry about what’s in the Covid-19 vaccine. https://t.co/e0bY0bi1uz,"Distort, Dismay"
20,1.3382730891053548e+18,"RT @JenniferJJacobs: NEW: Trump, Pence and other top U.S. officials will be offered the newly-approved coronavirus vaccine starting tomorrow, sources say. Essential personnel in WH and certain officials in three branches of govt vaccinated within next 10 days.",Explain
21,1.33826762829346e+18,ÚLTIMA HORA: Las autoridades sanitarias de EE.UU. autorizan la administración de la vacuna de Pfizer y BioNTech contra el covid-19 https://t.co/Lu5net7eQL #DisciplinaColectiva,1.33826762829346e+18
22,1.3382731315685253e+18,"RT @toky0_martian: They’ve fast tracked a vaccine not because it’s killing people, but as an excuse to not provide aid for the citizens who…","Distort, Dismay, Neutralize"
23,1.338273708171952e+18,"TCF Center to be primary COVID-19 vaccination site in Detroit, counties preparing sites https://t.co/9eNG6pxiJ0 via @freep",Explain
24,1.3380276126988657e+18,"How do COVID-19 vaccines work? How are we making sure they are safe? How are they developed, authorised and put on the market?  Answers to your questions in our Twitter moment.  #SafeVaccines #VaccinesWork https://t.co/9QTg0u6LE3","Engage, Explain, Build"
25,1.3382737273525985e+18,"RT @petemuntean: Breaking - UPS and FedEx trucks carrying the first U.S. shipment of coronavirus vaccine have left Pfizer’s facility near Kalamazoo, Michigan. https://t.co/Cf32ki9gCF",Explain
26,1.3382736951655383e+18,RT @Meidas_UWisco: So while they lie to us and downplay the virus they’re gonna be among to first to get the vaccine? Fuck that,Dismay
27,1.3382734128216924e+18,RT @TeaPainUSA: Why do COVID-Truthers need a vaccine?,Dismay
28,1.3382732966646825e+18,RT @3days3nights: Think logically.   Operation Warp Speed was never about a COVID-19 vaccine.   It was always about creating the missing military infrastructure to BE BEST in the world at rapidly countering &amp; defeating [their] future bioweapons.  [They] have long threatened the Samson Option.,"Distort, Dismay, Distract"
29,1.3382731950197596e+18,"RT @WakeAustralia: Other vital firms such as Pfizer, AstraZeneca and GlaxoSmithKline employ hundreds of Communist Party members, giving the…","Distort, Dismay, Neutralize"
30,1.3382732702279844e+18,"RT @ThisWeekABC: New Jersey Gov. Phil Murphy says despite “good news” on a COVID-19 vaccine, “the next number of weeks are going to be hell, I fear, so we’re begging with people to please, please, please don’t let your guard down even when you’re in private settings.” https://t.co/vrNmCVPCkt https://t.co/IC2cWxO4O5","Explain, Dismay"
